index,Tair,RH,Wind,SolRad,Rain,Tsoil
2012-09-01 00:00:00,22.4,74.0,2.9,0.0,0.0,20.2
2012-09-01 01:00:00,21.9,80.0,3.5,0.0,0.0,19.9
2012-09-01 02:00:00,20.9,86.0,2.3,0.0,0.0,19.6
2012-09-01 03:00:00,21.6,82.0,2.2,0.0,0.0,19.7
2012-09-01 04:00:00,21.8,83.0,3.0,0.0,0.0,19.7
2012-09-01 05:00:00,21.7,81.0,3.4,0.0,0.0,19.6
2012-09-01 06:00:00,22.0,78.0,3.3,0.0,0.0,19.5
2012-09-01 07:00:00,21.5,74.0,3.0,30.58,0.0,19.7
2012-09-01 08:00:00,22.9,73.0,2.8,230.74,0.0,22.3
2012-09-01 09:00:00,23.2,72.0,3.2,464.26,0.0,26.5
2012-09-01 10:00:00,23.0,79.0,5.6,692.22,0.0,30.8
2012-09-01 11:00:00,23.5,73.0,6.4,867.36,0.0,33.9
2012-09-01 12:00:00,24.8,67.0,4.5,986.9,0.0,37.7
2012-09-01 13:00:00,25.0,66.0,4.2,964.66,0.0,39.0
2012-09-01 14:00:00,25.4,67.0,3.9,986.9,0.0,39.7
2012-09-01 15:00:00,23.6,77.0,5.3,550.4399999999999,0.0,32.1
2012-09-01 16:00:00,24.1,73.0,2.1,266.88,0.0,29.7
2012-09-01 17:00:00,23.7,75.0,2.5,316.91999999999996,0.0,28.7
2012-09-01 18:00:00,23.8,75.0,1.9,191.82,0.0,26.4
2012-09-01 19:00:00,23.2,76.0,1.5,50.04,0.0,23.6
2012-09-01 20:00:00,22.8,78.0,1.2,0.0,0.0,22.4
2012-09-01 21:00:00,22.3,83.0,2.4,0.0,0.0,22.0
2012-09-01 22:00:00,21.9,83.0,2.4,0.0,0.0,21.8
2012-09-01 23:00:00,22.0,84.0,2.4,0.0,0.0,21.6
2012-09-02 00:00:00,22.0,85.0,2.4,0.0,0.0,21.4
2012-09-02 01:00:00,22.3,83.0,1.8,0.0,0.0,21.4
2012-09-02 02:00:00,22.1,83.0,1.2,0.0,0.0,20.6
2012-09-02 03:00:00,22.3,82.0,1.0,0.0,0.0,20.1
2012-09-02 04:00:00,19.6,86.0,3.9,0.0,0.0,19.6
2012-09-02 05:00:00,21.1,71.0,3.0,0.0,0.0,18.9
2012-09-02 06:00:00,22.2,51.0,2.3,0.0,0.0,18.6
2012-09-02 07:00:00,21.9,69.0,1.7,30.58,0.0,19.5
2012-09-02 08:00:00,23.2,63.0,2.4,227.96,0.0,22.2
2012-09-02 09:00:00,24.7,62.0,1.9,467.04,0.0,27.7
2012-09-02 10:00:00,22.4,74.0,2.3,681.1,0.0,32.4
2012-09-02 11:00:00,24.8,66.0,1.4,856.24,0.0,37.7
2012-09-02 12:00:00,24.7,74.0,1.7,973.0,0.0,41.6
2012-09-02 13:00:00,25.1,62.0,1.9,981.34,0.0,41.2
2012-09-02 14:00:00,25.4,66.0,1.9,706.12,0.0,36.5
2012-09-02 15:00:00,26.4,65.0,2.1,722.8000000000001,0.0,39.7
2012-09-02 16:00:00,25.3,71.0,2.5,633.8399999999999,0.0,34.5
2012-09-02 17:00:00,25.0,75.0,2.2,378.08,0.0,31.5
2012-09-02 18:00:00,24.5,79.0,0.9,161.23999999999998,0.0,28.1
2012-09-02 19:00:00,23.8,78.0,2.8,52.82,0.0,25.0
2012-09-02 20:00:00,23.6,78.0,1.6,0.0,0.0,24.1
2012-09-02 21:00:00,23.5,79.0,2.3,0.0,0.0,23.1
2012-09-02 22:00:00,23.5,79.0,1.7,0.0,0.0,22.5
2012-09-02 23:00:00,23.4,79.0,1.5,0.0,0.0,22.1
2012-09-03 00:00:00,22.7,86.0,1.3,0.0,0.0,21.9
2012-09-03 01:00:00,22.4,88.0,2.6,0.0,0.0,21.8
2012-09-03 02:00:00,22.5,89.0,3.6,0.0,0.0,21.7
2012-09-03 03:00:00,22.8,83.0,3.2,0.0,0.0,21.5
2012-09-03 04:00:00,22.2,85.0,1.3,0.0,0.0,21.5
2012-09-03 05:00:00,21.9,86.0,2.4,0.0,0.0,21.6
2012-09-03 06:00:00,22.0,87.0,1.8,0.0,0.0,21.0
2012-09-03 07:00:00,21.8,88.0,1.2,27.8,0.0,21.4
2012-09-03 08:00:00,23.1,89.0,1.6,150.12,0.0,25.4
2012-09-03 09:00:00,24.0,84.0,2.8,414.22,0.0,28.4
2012-09-03 10:00:00,23.1,88.0,2.8,695.0,0.0,33.6
2012-09-03 11:00:00,22.3,91.0,4.9,728.36,0.0,35.3
2012-09-03 12:00:00,22.9,87.0,5.6,664.4200000000001,0.0,35.4
2012-09-03 13:00:00,23.1,85.0,5.0,642.1800000000001,0.0,33.9
2012-09-03 14:00:00,23.0,84.0,5.4,656.0799999999999,0.0,34.7
2012-09-03 15:00:00,22.7,85.0,4.9,492.06,0.0,33.8
2012-09-03 16:00:00,23.1,84.0,4.9,553.22,0.0,34.0
2012-09-03 17:00:00,23.1,85.0,4.3,494.84,0.0,28.9
2012-09-03 18:00:00,22.8,86.0,4.3,261.32,0.0,25.5
2012-09-03 19:00:00,23.1,82.0,3.2,33.36,0.0,24.1
2012-09-03 20:00:00,23.6,76.0,3.3,0.0,0.0,24.0
2012-09-03 21:00:00,24.1,69.0,4.0,0.0,0.0,23.6
2012-09-03 22:00:00,24.1,71.0,4.5,0.0,0.0,23.3
2012-09-03 23:00:00,24.7,78.0,5.0,0.0,0.0,23.6
2012-09-04 00:00:00,24.6,83.0,5.3,0.0,0.1,23.7
2012-09-04 01:00:00,24.6,86.0,6.0,0.0,0.0,23.8
2012-09-04 02:00:00,24.6,89.0,6.8,0.0,0.0,24.1
2012-09-04 03:00:00,24.2,91.0,5.9,0.0,0.0,24.1
2012-09-04 04:00:00,24.1,92.0,6.1,0.0,0.0,24.0
2012-09-04 05:00:00,24.1,92.0,6.5,0.0,0.0,24.0
