time,initial_leaf_ratio,potential_leaf_area_increase (cm²),shoot_carbon (g d⁻¹),root_carbon (g d⁻¹),leaf_carbon (g d⁻¹),sheath_carbon (g d⁻¹),scape_carbon (g d⁻¹),bulb_carbon (g d⁻¹),nonstructural_carbon_mass (g),agefn,initial_seed_mass (g),seed_mass_export_limit (% d⁻¹),seed_mass_export_rate (g d⁻¹),seed_mass (g),total_sheath_mass (g),initial_leaf_mass (g),active_leaf_mass (g),dropped_leaf_mass (g),total_leaf_mass (g),root_mass (g),leaf_mass (g),sheath_mass (g),scape_mass (g),visible_scape_mass (g),bulb_structural_mass (g),bulb_mass (g),stalk_mass (g),shoot_mass (g),total_mass (g),living_root_mass (g),living_leaf_mass (g),living_sheath_mass (g),living_stalk_mass (g),living_shoot_mass (g),living_total_mass (g),potential_carbon_demand (g),PD (m⁻²),leaf_area (cm²),green_leaf_area (cm²),green_leaf_ratio,LAI,actual_green_leaf_area (cm²),senescent_leaf_area (cm²),potential_leaf_area (cm²),dropped_leaf_area (cm²),leaves_initiated,leaves_appeared,leaves_growing,leaves_mature,leaves_dropped,leaves_fresh,primordia,shoot_to_root_ratio,root_to_shoot_ratio,leaf_to_stem_ratio,stem_to_leaf_ratio,C_to_CH2O_ratio,assimilation (g d⁻¹),dp,C_conc,carbon_reserve_from_seed (g d⁻¹),carbon_reserve (g),carbon_translocation (g d⁻¹),carbon_pool (g),nonstructural_carbon (g),carbon_supply (g d⁻¹),carbon_temperature_effect,carbon_growth_factor (hr⁻¹),carbon_translocating,carbon_translocation_rate (hr⁻¹),carbon_supply_rate (hr⁻¹),Rm (d⁻¹),maintenance_respiration (g d⁻¹),carbon_available (g d⁻¹),Yg,total_carbon (g d⁻¹),water_supply (g hr⁻¹),CO2_weight (g mol⁻¹),C_weight (g mol⁻¹),CH2O_weight (g mol⁻¹),H2O_weight (g mol⁻¹),CH2O_to_C_ratio,PD0 (m⁻²),CDSF (K⁻¹),CDCT (°C),enable_cold_damage,CDM (d⁻¹),CDS,leaf_width (cm),LWP (MPa),evapotranspiration_supply (mol m⁻² s⁻¹),LAI_sunlit,LAI_shaded,Q_sun (μmol m⁻² s⁻¹),Q_sh (μmol m⁻² s⁻¹),A_gross (μmol m⁻² s⁻¹),A_net (μmol m⁻² s⁻¹),ET (mmol m⁻² s⁻¹),gross_assimilation (g d⁻¹),net_assimilation (g d⁻¹),transpiration (g d⁻¹),vapor_pressure_deficit (kPa),conductance (mol bar⁻¹ m⁻² s⁻¹),dry_yield (g m⁻²),fresh_yield (g m⁻²),BMC,SLA (cm² g⁻¹),LMA (g cm⁻²),DAP (d),date
2014-09-01T23:00:00.000+09:00,0.126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.275,10.0,0.027104003177928365,0.275,0.0,0.03465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.275,0.275,0.0,0.0,0.0,0.0,0.275,0.275,0.0,55.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,0,0,0,0,5,0.7,0.30000000000000004,0.9,0.09999999999999998,2.500353851149392,0.0,seed,0.45,0.030496319427374345,0.0,0.0,0.0,0.0,0.0,0.9856001155610313,0.2,false,0.0,0.19712002311220628,0.015,0.0,0.0,0.75,0.0,0.0,44.0098,12.0107,30.031,18.01528,0.3999433918284439,55.5,0.9,-15.0,true,6.336721289428153e-16,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.6045796015370325,0.0,0.0,0.0,0.85,NaN,NaN,0,2014-09-01
2014-09-02T23:00:00.000+09:00,0.126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027104003177928365,0.0,0.275,10.0,0.023763847513133013,0.24789599682207167,0.0,0.03465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027104003177928365,0.0,0.275,0.275,0.0,0.0,0.0,0.0,0.24789599682207167,0.275,0.0,55.499999999999964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,0,0,0,0,5,0.7,0.30000000000000004,0.9,0.09999999999999998,2.500353851149392,0.0,seed,0.45,0.026738112441415062,0.030496319427374345,0.0,0.0,0.030496319427374345,0.0,0.9586216727085596,0.2,false,0.0,0.19172433454171192,0.015,0.0,0.0,0.75,0.0,0.0,44.0098,12.0107,30.031,18.01528,0.3999433918284439,55.5,0.9,-15.0,true,2.399142754456338e-16,0.9999999999999993,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.48041226276206955,0.0,1.5042721763750233,10.028481175833488,0.85,NaN,NaN,0,2014-09-02
2014-09-03T23:00:00.000+09:00,0.126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05086785069106137,0.0,0.275,10.0,0.021288390666301803,0.22413214930893866,0.0,0.03465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05086785069106137,0.0,0.275,0.275,0.0,0.0,0.0,0.0,0.22413214930893866,0.275,0.0,55.49999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,0,0,0,0,5,0.7,0.30000000000000004,0.9,0.09999999999999998,2.500353851149392,0.0,seed,0.45,0.023952829314267215,0.057234431868789404,0.0,0.0,0.057234431868789404,0.0,0.9498142382491664,0.2,false,0.0,0.1899628476498333,0.015,0.0,0.0,0.75,0.0,0.0,44.0098,12.0107,30.031,18.01528,0.3999433918284439,55.5,0.9,-15.0,true,1.8943229415376207e-16,0.9999999999999991,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.4946692000233967,0.0,2.8231657133539034,18.821104755692687,0.85,NaN,NaN,0,2014-09-03
2014-09-04T23:00:00.000+09:00,0.126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07215624135736316,0.0,0.275,10.0,0.01956897331630223,0.20284375864263685,0.0,0.03465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07215624135736316,0.0,0.275,0.275,0.0,0.0,0.0,0.0,0.20284375864263685,0.275,0.0,55.499999999999936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,0,0,0,0,5,0.7,0.30000000000000004,0.9,0.09999999999999998,2.500353851149392,0.0,seed,0.45,0.022018211007505187,0.08118726118305661,0.0,0.0,0.08118726118305661,0.0,0.9647313502397762,0.2,false,0.0,0.19294627004795525,0.015,0.0,0.0,0.75,0.0,0.0,44.0098,12.0107,30.031,18.01528,0.3999433918284439,55.5,0.9,-15.0,true,2.8722953622430736e-16,0.9999999999999989,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.6671980640945095,0.0,4.004671395333651,26.69780930222434,0.85,NaN,NaN,0,2014-09-04
2014-09-05T23:00:00.000+09:00,0.126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09172521467366539,0.0,0.275,10.0,0.017880681315885535,0.18327478532633462,0.0,0.03465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09172521467366539,0.0,0.275,0.275,0.0,0.0,0.0,0.0,0.18327478532633462,0.275,0.0,55.49999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,0,0,0,0,5,0.7,0.30000000000000004,0.9,0.09999999999999998,2.500353851149392,0.0,seed,0.45,0.02011861367520722,0.1032054721905618,0.0,0.0,0.1032054721905618,0.0,0.9756214573678332,0.2,false,0.0,0.19512429147356666,0.015,0.0,0.0,0.75,0.0,0.0,44.0098,12.0107,30.031,18.01528,0.3999433918284439,55.5,0.9,-15.0,true,4.147938599839767e-16,0.9999999999999986,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.7907106455201227,0.0,5.090749414388422,33.93832942925614,0.85,NaN,NaN,0,2014-09-05
2014-09-06T23:00:00.000+09:00,0.126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10960589598955092,0.0,0.275,10.0,0.016086529341501763,0.16539410401044907,0.0,0.03465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10960589598955092,0.0,0.275,0.275,0.0,0.0,0.0,0.0,0.16539410401044907,0.275,0.0,55.49999999999989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,0,0,0,0,5,0.7,0.30000000000000004,0.9,0.09999999999999998,2.500353851149392,0.0,seed,0.45,0.018099907015793233,0.12332408586576901,0.0,0.0,0.12332408586576901,0.0,0.9726180650602555,0.2,false,0.0,0.19452361301205112,0.015,0.0,0.0,0.75,0.0,0.0,44.0098,12.0107,30.031,18.01528,0.3999433918284439,55.5,0.9,-15.0,true,3.72051272431613e-16,0.9999999999999981,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.6647760233102921,0.0,6.083127227420064,40.55418151613375,0.85,NaN,NaN,0,2014-09-06
2014-09-07T23:00:00.000+09:00,0.126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12569242533105268,0.0,0.275,10.0,0.01440961618234452,0.1493075746689473,0.0,0.03465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12569242533105268,0.0,0.275,0.275,0.0,0.0,0.0,0.0,0.1493075746689473,0.275,0.0,55.49999999999988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,0,0,0,0,5,0.7,0.30000000000000004,0.9,0.09999999999999998,2.500353851149392,0.0,seed,0.45,0.016213112691799373,0.14142399288156224,0.0,0.0,0.14142399288156224,0.0,0.9650961255176963,0.2,false,0.0,0.19301922510353928,0.015,0.0,0.0,0.75,0.0,0.0,44.0098,12.0107,30.031,18.01528,0.3999433918284439,55.5,0.9,-15.0,true,2.904791131039671e-16,0.9999999999999978,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.7147856989944463,0.0,6.975929605873409,46.50619737248939,0.85,NaN,NaN,0,2014-09-07
2014-09-08T23:00:00.000+09:00,0.126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1401020415133972,0.0,0.275,10.0,0.012928025272831331,0.1348979584866028,0.0,0.03465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1401020415133972,0.0,0.275,0.275,0.0,0.0,0.0,0.0,0.1348979584866028,0.275,0.0,55.49999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,0,0,0,0,5,0.7,0.30000000000000004,0.9,0.09999999999999998,2.500353851149392,0.0,seed,0.45,0.01454608700040622,0.1576371055733616,0.0,0.0,0.1576371055733616,0.0,0.9583558875070196,0.2,false,0.0,0.19167117750140394,0.015,0.0,0.0,0.75,0.0,0.0,44.0098,12.0107,30.031,18.01528,0.3999433918284439,55.5,0.9,-15.0,true,2.381216491313995e-16,0.9999999999999974,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.8217157900976413,0.0,7.775663303993524,51.83775535995682,0.85,NaN,NaN,0,2014-09-08
2014-09-09T23:00:00.000+09:00,0.126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15303006678622855,0.0,0.275,10.0,0.011930601995138082,0.12196993321377148,0.0,0.03465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15303006678622855,0.0,0.275,0.275,0.0,0.0,0.0,0.0,0.12196993321377148,0.275,0.0,55.499999999999844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,0,0,0,0,5,0.7,0.30000000000000004,0.9,0.09999999999999998,2.500353851149392,0.0,seed,0.45,0.013423826990283355,0.17218319257376782,0.0,0.0,0.17218319257376782,0.0,0.9781592627609155,0.2,false,0.0,0.1956318525521831,0.015,0.0,0.0,0.75,0.0,0.0,44.0098,12.0107,30.031,18.01528,0.3999433918284439,55.5,0.9,-15.0,true,4.572734971365507e-16,0.9999999999999972,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.8499035033125162,0.0,8.493168706635661,56.6211247109044,0.85,NaN,NaN,0,2014-09-09
2014-09-10T23:00:00.000+09:00,0.126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1649606687813666,0.0,0.275,10.0,0.010881678599355096,0.1100393312186334,0.0,0.03465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1649606687813666,0.0,0.27499999999999997,0.27499999999999997,0.0,0.0,0.0,0.0,0.1100393312186334,0.27499999999999997,0.0,55.49999999999982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,0,0,0,0,5,0.7,0.30000000000000004,0.9,0.09999999999999998,2.500353851149392,0.0,seed,0.45,0.012243621146790345,0.18560701956405118,0.0,0.0,0.18560701956405118,0.0,0.9888899249791566,0.2,false,0.0,0.19777798499583132,0.015,0.0,0.0,0.75,0.0,0.0,44.0098,12.0107,30.031,18.01528,0.3999433918284439,55.5,0.9,-15.0,true,7.529747343318597e-16,0.9999999999999968,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,1.1343109361968264,0.0,9.155317117365817,61.03544744910543,0.85,NaN,NaN,0,2014-09-10
2014-09-11T23:00:00.000+09:00,0.126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1758423473807217,0.0,0.275,10.0,0.00987876317254972,0.0991576526192783,0.0,0.03465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1758423473807217,0.0,0.27499999999999997,0.27499999999999997,0.0,0.0,0.0,0.0,0.0991576526192783,0.27499999999999997,0.0,55.49999999999978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,0,0,0,0,5,0.7,0.30000000000000004,0.9,0.09999999999999998,2.500353851149392,0.0,seed,0.45,0.011115181594384866,0.19785064071084152,0.0,0.0,0.19785064071084152,0.0,0.9962683576707708,0.2,false,0.0,0.1992536715341542,0.015,0.0,0.0,0.75,0.0,0.0,44.0098,12.0107,30.031,18.01528,0.3999433918284439,55.5,0.9,-15.0,true,1.2776550363503905e-15,0.999999999999996,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.8110950581514922,0.0,9.759250279630015,65.06166853086675,0.85,NaN,NaN,0,2014-09-11
2014-09-12T23:00:00.000+09:00,0.126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18572111055327142,0.0,0.275,10.0,0.008804052342832554,0.08927888944672857,0.0,0.03465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18572111055327142,0.0,0.275,0.275,0.0,0.0,0.0,0.0,0.08927888944672857,0.275,0.0,55.4999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,0,0,0,0,5,0.7,0.30000000000000004,0.9,0.09999999999999998,2.500353851149392,0.0,seed,0.45,0.009905960781504991,0.2089658223052264,0.0,0.0,0.2089658223052264,0.0,0.9861292403380314,0.2,false,0.0,0.1972258480676063,0.015,0.0,0.0,0.75,0.0,0.0,44.0098,12.0107,30.031,18.01528,0.3999433918284439,55.5,0.9,-15.0,true,6.505262650793707e-16,0.9999999999999947,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.7661011935858514,0.0,10.30752163570651,68.71681090471004,0.85,NaN,NaN,0,2014-09-12
