index,Tair,RH,Wind,SolRad,Rain,Tsoil
2009-09-01 00:00:00,22.6,73.0,1.5,0.0,0.0,20.6
2009-09-01 01:00:00,21.9,79.0,1.5,0.0,0.0,20.2
2009-09-01 02:00:00,22.5,72.0,3.9,0.0,0.0,19.8
2009-09-01 03:00:00,21.2,76.0,3.2,0.0,0.0,19.4
2009-09-01 04:00:00,22.5,71.0,0.5,0.0,0.0,19.2
2009-09-01 05:00:00,21.1,78.0,2.4,0.0,0.0,19.2
2009-09-01 06:00:00,21.0,81.0,2.0,0.0,0.0,18.9
2009-09-01 07:00:00,21.2,75.0,3.8,41.7,0.0,19.6
2009-09-01 08:00:00,22.8,73.0,3.1,200.16,0.0,22.3
2009-09-01 09:00:00,25.5,61.0,1.4,425.34,0.0,28.0
2009-09-01 10:00:00,25.6,65.0,1.6,539.3199999999999,0.0,29.6
2009-09-01 11:00:00,25.8,63.0,1.9,453.14,0.0,31.8
2009-09-01 12:00:00,25.4,66.0,2.3,464.26,0.0,29.4
2009-09-01 13:00:00,26.1,64.0,3.2,539.3199999999999,0.0,32.8
2009-09-01 14:00:00,26.9,62.0,3.6,614.38,0.0,33.7
2009-09-01 15:00:00,26.5,62.0,4.0,553.22,0.0,31.5
2009-09-01 16:00:00,26.1,63.0,6.5,600.48,0.0,29.8
2009-09-01 17:00:00,27.0,63.0,2.6,472.6,0.0,29.6
2009-09-01 18:00:00,26.5,60.0,1.7,252.98,0.0,25.4
2009-09-01 19:00:00,23.5,73.0,3.5,61.16,0.0,22.9
2009-09-01 20:00:00,22.6,74.0,3.8,2.78,0.0,21.4
2009-09-01 21:00:00,22.4,73.0,2.3,0.0,0.0,20.7
2009-09-01 22:00:00,23.0,73.0,2.1,0.0,0.0,20.4
2009-09-01 23:00:00,22.7,72.0,3.3,0.0,0.0,20.2
2009-09-02 00:00:00,22.3,71.0,1.7,0.0,0.0,19.9
2009-09-02 01:00:00,22.0,71.0,1.5,0.0,0.0,19.5
2009-09-02 02:00:00,22.5,70.0,1.7,0.0,0.0,19.4
2009-09-02 03:00:00,21.9,76.0,2.0,0.0,0.0,19.6
2009-09-02 04:00:00,21.6,75.0,4.2,0.0,0.0,19.7
2009-09-02 05:00:00,21.8,78.0,3.4,0.0,0.0,19.7
2009-09-02 06:00:00,21.0,81.0,3.1,0.0,0.0,19.6
2009-09-02 07:00:00,22.0,77.0,4.2,44.48,0.0,20.0
2009-09-02 08:00:00,23.2,73.0,3.6,202.94,0.0,22.9
2009-09-02 09:00:00,24.8,69.0,3.1,430.9,0.0,27.4
2009-09-02 10:00:00,26.1,63.0,2.0,622.72,0.0,32.7
2009-09-02 11:00:00,25.8,63.0,3.7,686.6600000000001,0.0,32.8
2009-09-02 12:00:00,26.0,65.0,4.1,889.6,0.0,35.7
2009-09-02 13:00:00,26.0,62.0,4.8,842.3399999999999,0.0,34.8
2009-09-02 14:00:00,26.3,59.0,3.3,906.28,0.0,38.9
2009-09-02 15:00:00,25.5,66.0,2.2,139.0,0.0,28.7
2009-09-02 16:00:00,25.9,63.0,3.8,222.4,0.0,29.9
2009-09-02 17:00:00,26.7,63.0,4.9,333.59999999999997,0.0,30.9
2009-09-02 18:00:00,24.9,61.0,2.9,161.23999999999998,0.0,26.1
2009-09-02 19:00:00,24.0,65.0,2.2,52.82,0.0,23.5
2009-09-02 20:00:00,23.4,66.0,2.7,0.0,0.0,22.1
2009-09-02 21:00:00,23.4,71.0,3.5,0.0,0.0,22.3
2009-09-02 22:00:00,23.5,68.0,3.2,0.0,0.0,22.3
2009-09-02 23:00:00,22.9,74.0,2.4,0.0,0.0,22.4
2009-09-03 00:00:00,23.8,74.0,1.7,0.0,0.0,22.7
2009-09-03 01:00:00,23.6,71.0,1.5,0.0,0.0,22.0
2009-09-03 02:00:00,23.9,68.0,2.0,0.0,0.0,21.9
2009-09-03 03:00:00,23.1,72.0,1.3,0.0,0.0,21.5
2009-09-03 04:00:00,22.4,81.0,2.6,0.0,0.0,21.6
2009-09-03 05:00:00,23.0,78.0,1.7,0.0,0.0,21.7
2009-09-03 06:00:00,23.4,73.0,2.0,0.0,0.0,21.1
2009-09-03 07:00:00,22.1,81.0,3.4,36.14,0.0,21.4
2009-09-03 08:00:00,25.0,70.0,0.5,197.38,0.0,25.4
2009-09-03 09:00:00,26.4,68.0,2.2,405.88,0.0,30.1
2009-09-03 10:00:00,27.2,65.0,3.0,600.48,0.0,35.5
2009-09-03 11:00:00,27.7,67.0,3.8,761.72,0.0,40.1
2009-09-03 12:00:00,27.4,64.0,2.7,864.5799999999999,0.0,44.6
2009-09-03 13:00:00,28.3,64.0,4.0,886.8199999999999,0.0,47.1
2009-09-03 14:00:00,26.9,69.0,5.4,745.0400000000001,0.0,39.5
2009-09-03 15:00:00,26.1,72.0,6.7,561.5600000000001,0.0,36.2
2009-09-03 16:00:00,26.6,70.0,3.1,347.5,0.0,34.3
2009-09-03 17:00:00,26.1,73.0,2.5,175.14,0.0,32.2
2009-09-03 18:00:00,24.9,76.0,2.3,166.79999999999998,0.0,30.5
2009-09-03 19:00:00,24.3,78.0,2.0,38.92,0.0,28.4
2009-09-03 20:00:00,24.1,80.0,1.0,0.0,0.0,26.6
2009-09-03 21:00:00,23.4,80.0,1.0,0.0,0.0,25.7
2009-09-03 22:00:00,23.8,80.0,2.1,0.0,0.0,25.5
2009-09-03 23:00:00,23.8,83.0,1.4,0.0,0.0,24.8
2009-09-04 00:00:00,24.2,80.0,0.8,0.0,0.0,24.4
2009-09-04 01:00:00,23.5,82.0,2.7,0.0,0.0,24.1
2009-09-04 02:00:00,24.2,77.0,1.9,0.0,0.0,23.7
2009-09-04 03:00:00,22.6,84.0,1.8,0.0,0.0,23.2
2009-09-04 04:00:00,23.2,84.0,1.5,0.0,0.0,23.0
2009-09-04 05:00:00,22.4,85.0,2.2,0.0,0.0,22.9
2009-09-04 06:00:00,22.1,85.0,3.7,0.0,0.0,22.6
2009-09-04 07:00:00,22.6,86.0,3.6,30.58,0.0,23.1
2009-09-04 08:00:00,24.1,83.0,2.2,141.78,0.0,25.2
2009-09-04 09:00:00,25.2,78.0,2.0,272.44,0.0,27.8
2009-09-04 10:00:00,26.6,72.0,2.7,533.76,0.0,32.7
2009-09-04 11:00:00,26.7,69.0,1.7,800.64,0.0,39.7
2009-09-04 12:00:00,27.1,68.0,2.6,859.02,0.0,42.7
2009-09-04 13:00:00,27.8,68.0,3.0,892.38,0.0,44.9
2009-09-04 14:00:00,28.6,69.0,3.2,711.6800000000001,0.0,43.5
2009-09-04 15:00:00,27.9,69.0,2.8,678.3199999999999,0.0,42.6
2009-09-04 16:00:00,26.7,73.0,3.2,330.82,0.0,38.3
2009-09-04 17:00:00,26.8,74.0,2.1,183.48,0.0,35.0
2009-09-04 18:00:00,26.0,75.0,2.1,139.0,0.0,32.4
2009-09-04 19:00:00,25.5,78.0,1.7,36.14,0.0,30.3
2009-09-04 20:00:00,24.6,81.0,3.0,0.0,0.0,28.2
2009-09-04 21:00:00,24.1,83.0,2.2,0.0,0.0,26.9
2009-09-04 22:00:00,23.9,83.0,1.3,0.0,0.0,26.1
2009-09-04 23:00:00,23.4,85.0,1.6,0.0,0.0,25.7
2009-09-05 00:00:00,23.4,86.0,2.4,0.0,0.0,25.1
2009-09-05 01:00:00,22.9,86.0,2.4,0.0,0.0,24.6
2009-09-05 02:00:00,23.7,81.0,1.8,0.0,0.0,24.1
2009-09-05 03:00:00,23.6,79.0,3.8,0.0,0.0,24.1
2009-09-05 04:00:00,22.7,80.0,1.8,0.0,0.0,23.5
2009-09-05 05:00:00,21.6,86.0,1.9,0.0,0.0,23.0
2009-09-05 06:00:00,21.9,85.0,4.0,0.0,0.0,22.8
2009-09-05 07:00:00,22.7,82.0,3.8,30.58,0.0,23.4
2009-09-05 08:00:00,25.6,76.0,1.3,169.57999999999998,0.0,26.4
2009-09-05 09:00:00,25.7,71.0,2.8,383.64,0.0,30.1
2009-09-05 10:00:00,27.6,62.0,3.6,561.5600000000001,0.0,35.3
2009-09-05 11:00:00,25.9,69.0,6.8,775.62,0.0,38.5
2009-09-05 12:00:00,26.9,67.0,4.3,786.74,0.0,39.7
2009-09-05 13:00:00,26.6,68.0,3.4,795.0799999999999,0.0,43.6
2009-09-05 14:00:00,26.6,71.0,2.9,708.9,0.0,41.1
2009-09-05 15:00:00,27.9,65.0,3.7,795.0799999999999,0.0,44.8
2009-09-05 16:00:00,26.5,65.0,5.6,483.72,0.0,39.2
2009-09-05 17:00:00,26.6,64.0,5.8,405.88,0.0,36.5
2009-09-05 18:00:00,26.4,68.0,2.8,264.09999999999997,0.0,32.2
2009-09-05 19:00:00,25.3,73.0,0.8,69.5,0.0,27.1
2009-09-05 20:00:00,24.8,70.0,2.1,0.0,0.0,24.9
2009-09-05 21:00:00,23.8,77.0,1.8,0.0,0.0,23.9
2009-09-05 22:00:00,23.4,76.0,5.0,0.0,0.0,23.4
2009-09-05 23:00:00,23.4,75.0,4.5,0.0,0.0,23.0
2009-09-06 00:00:00,23.1,75.0,5.3,0.0,0.0,22.8
2009-09-06 01:00:00,22.8,76.0,4.5,0.0,0.0,22.4
2009-09-06 02:00:00,22.4,77.0,2.2,0.0,0.0,21.9
2009-09-06 03:00:00,22.6,78.0,4.1,0.0,0.0,22.0
2009-09-06 04:00:00,22.6,75.0,5.0,0.0,0.0,21.6
2009-09-06 05:00:00,22.4,72.0,3.8,0.0,0.0,21.3
2009-09-06 06:00:00,22.2,71.0,4.5,0.0,0.0,21.2
2009-09-06 07:00:00,24.3,63.0,2.9,33.36,0.0,22.2
2009-09-06 08:00:00,24.2,70.0,4.4,189.04,0.0,26.0
2009-09-06 09:00:00,25.4,69.0,3.3,400.32,0.0,31.7
2009-09-06 10:00:00,25.7,69.0,6.5,586.5799999999999,0.0,34.4
2009-09-06 11:00:00,26.0,69.0,5.5,747.8199999999999,0.0,39.0
2009-09-06 12:00:00,25.6,72.0,6.0,853.4599999999999,0.0,40.8
2009-09-06 13:00:00,25.4,75.0,7.6,892.38,0.0,40.8
2009-09-06 14:00:00,26.4,69.0,5.9,875.6999999999999,0.0,43.2
2009-09-06 15:00:00,26.1,71.0,6.0,778.4,0.0,41.2
2009-09-06 16:00:00,25.8,75.0,7.4,617.1600000000001,0.0,39.0
2009-09-06 17:00:00,25.7,74.0,7.6,428.12,0.0,34.3
2009-09-06 18:00:00,25.3,75.0,8.3,219.62,0.0,29.3
2009-09-06 19:00:00,25.2,73.0,9.6,52.82,0.0,26.7
2009-09-06 20:00:00,25.0,74.0,7.6,0.0,0.0,25.6
2009-09-06 21:00:00,24.9,74.0,6.3,0.0,0.0,24.9
2009-09-06 22:00:00,24.8,73.0,6.3,0.0,0.0,24.4
2009-09-06 23:00:00,24.5,75.0,5.2,0.0,0.0,24.1
2009-09-07 00:00:00,24.4,75.0,7.2,0.0,0.0,23.8
